House_Id,variable,value
943,BldgType,Duplex
955,BldgType,Duplex
979,BldgType,1Fam
986,BldgType,Duplex
1001,BldgType,1Fam
1012,BldgType,Duplex
1021,BldgType,1Fam
1036,BldgType,1Fam
1046,BldgType,1Fam
1050,BldgType,1Fam
1054,BldgType,1Fam
1073,BldgType,1Fam
1074,BldgType,1Fam
1089,BldgType,Twnhs
1123,BldgType,1Fam
1124,BldgType,1Fam
1145,BldgType,Duplex
1152,BldgType,1Fam
1169,BldgType,1Fam
1180,BldgType,1Fam
1186,BldgType,1Fam
1213,BldgType,1Fam
1255,BldgType,1Fam
1258,BldgType,1Fam
1274,BldgType,1Fam
1295,BldgType,1Fam
1298,BldgType,TwnhsE
1299,BldgType,1Fam
1305,BldgType,TwnhsE
1315,BldgType,1Fam
1320,BldgType,1Fam
1327,BldgType,1Fam
1333,BldgType,1Fam
1378,BldgType,1Fam
1381,BldgType,1Fam
1385,BldgType,1Fam
1424,BldgType,1Fam
1449,BldgType,1Fam
1453,BldgType,TwnhsE
1460,BldgType,1Fam
51,BldgType,1Fam
73,BldgType,1Fam
85,BldgType,1Fam
87,BldgType,1Fam
96,BldgType,1Fam
112,BldgType,1Fam
132,BldgType,1Fam
148,BldgType,1Fam
160,BldgType,1Fam
169,BldgType,1Fam
206,BldgType,1Fam
222,BldgType,1Fam
235,BldgType,1Fam
256,BldgType,1Fam
267,BldgType,1Fam
278,BldgType,1Fam
311,BldgType,1Fam
316,BldgType,1Fam
335,BldgType,1Fam
357,BldgType,1Fam
371,BldgType,1Fam
380,BldgType,1Fam
405,BldgType,1Fam
412,BldgType,Duplex
416,BldgType,1Fam
434,BldgType,1Fam
448,BldgType,1Fam
493,BldgType,1Fam
535,BldgType,1Fam
545,BldgType,1Fam
559,BldgType,1Fam
574,BldgType,1Fam
617,BldgType,1Fam
666,BldgType,1Fam
709,BldgType,1Fam
738,BldgType,1Fam
747,BldgType,1Fam
752,BldgType,1Fam
781,BldgType,1Fam
795,BldgType,1Fam
823,BldgType,1Fam
858,BldgType,1Fam
869,BldgType,1Fam
883,BldgType,1Fam
903,BldgType,1Fam
904,BldgType,1Fam
910,BldgType,1Fam
923,BldgType,1Fam
930,BldgType,1Fam
942,BldgType,1Fam
966,BldgType,1Fam
1019,BldgType,1Fam
1051,BldgType,1Fam
1067,BldgType,1Fam
1085,BldgType,1Fam
1108,BldgType,1Fam
1109,BldgType,1Fam
1111,BldgType,1Fam
1117,BldgType,1Fam
1125,BldgType,1Fam
1128,BldgType,1Fam
1129,BldgType,1Fam
1135,BldgType,1Fam
1168,BldgType,1Fam
1190,BldgType,1Fam
1196,BldgType,1Fam
1197,BldgType,1Fam
1212,BldgType,1Fam
1225,BldgType,1Fam
1259,BldgType,1Fam
1261,BldgType,1Fam
1301,BldgType,1Fam
1330,BldgType,1Fam
1364,BldgType,1Fam
1389,BldgType,1Fam
1402,BldgType,1Fam
1431,BldgType,1Fam
1434,BldgType,1Fam
1456,BldgType,1Fam
22,BldgType,1Fam
31,BldgType,1Fam
53,BldgType,Duplex
62,BldgType,1Fam
89,BldgType,1Fam
105,BldgType,1Fam
109,BldgType,1Fam
122,BldgType,1Fam
126,BldgType,Duplex
269,BldgType,1Fam
297,BldgType,1Fam
308,BldgType,1Fam
326,BldgType,1Fam
330,BldgType,1Fam
366,BldgType,1Fam
399,BldgType,1Fam
449,BldgType,1Fam
496,BldgType,1Fam
558,BldgType,1Fam
602,BldgType,1Fam
654,BldgType,1Fam
706,BldgType,Duplex
712,BldgType,1Fam
730,BldgType,1Fam
802,BldgType,1Fam
813,BldgType,1Fam
897,BldgType,1Fam
917,BldgType,1Fam
999,BldgType,1Fam
1062,BldgType,1Fam
1097,BldgType,1Fam
1121,BldgType,1Fam
1154,BldgType,1Fam
1280,BldgType,1Fam
1326,BldgType,1Fam
1334,BldgType,1Fam
1386,BldgType,1Fam
24,BldgType,TwnhsE
76,BldgType,Twnhs
345,BldgType,TwnhsE
358,BldgType,TwnhsE
435,BldgType,Twnhs
490,BldgType,Twnhs
491,BldgType,TwnhsE
615,BldgType,TwnhsE
650,BldgType,Twnhs
916,BldgType,Twnhs
1008,BldgType,TwnhsE
1039,BldgType,Twnhs
1040,BldgType,TwnhsE
1069,BldgType,TwnhsE
1087,BldgType,TwnhsE
1368,BldgType,TwnhsE
1450,BldgType,Twnhs
6,BldgType,1Fam
47,BldgType,1Fam
72,BldgType,1Fam
82,BldgType,TwnhsE
138,BldgType,Duplex
187,BldgType,1Fam
202,BldgType,1Fam
275,BldgType,1Fam
277,BldgType,1Fam
296,BldgType,1Fam
361,BldgType,1Fam
392,BldgType,1Fam
421,BldgType,Duplex
423,BldgType,1Fam
455,BldgType,Duplex
484,BldgType,Twnhs
514,BldgType,1Fam
548,BldgType,1Fam
562,BldgType,1Fam
593,BldgType,1Fam
614,BldgType,1Fam
768,BldgType,1Fam
776,BldgType,TwnhsE
780,BldgType,Duplex
784,BldgType,1Fam
792,BldgType,1Fam
818,BldgType,1Fam
877,BldgType,1Fam
909,BldgType,1Fam
941,BldgType,Duplex
944,BldgType,Duplex
954,BldgType,1Fam
985,BldgType,Duplex
1009,BldgType,1Fam
1049,BldgType,1Fam
1132,BldgType,1Fam
1139,BldgType,1Fam
1171,BldgType,1Fam
1177,BldgType,1Fam
1191,BldgType,Duplex
1194,BldgType,TwnhsE
1248,BldgType,1Fam
1253,BldgType,1Fam
1284,BldgType,Duplex
1328,BldgType,1Fam
1408,BldgType,1Fam
1435,BldgType,1Fam
1447,BldgType,1Fam
1454,BldgType,1Fam
220,HouseStyle,1Story
230,HouseStyle,1Story
386,HouseStyle,1Story
444,HouseStyle,1Story
466,HouseStyle,1Story
560,HouseStyle,1Story
598,HouseStyle,1Story
640,HouseStyle,1Story
791,HouseStyle,1Story
852,HouseStyle,1Story
983,HouseStyle,1Story
1005,HouseStyle,1Story
1020,HouseStyle,1Story
1024,HouseStyle,1Story
1127,HouseStyle,1Story
1395,HouseStyle,1Story
1416,HouseStyle,1Story
600,HouseStyle,2Story
957,HouseStyle,2Story
226,HouseStyle,2Story
228,HouseStyle,2Story
233,HouseStyle,2Story
236,HouseStyle,2Story
364,HouseStyle,2Story
431,HouseStyle,2Story
433,HouseStyle,2Story
501,HouseStyle,2Story
656,HouseStyle,2Story
838,HouseStyle,2Story
1030,HouseStyle,2Story
1105,HouseStyle,2Story
1220,HouseStyle,2Story
1292,HouseStyle,2Story
1335,HouseStyle,2Story
1379,HouseStyle,2Story
10,HouseStyle,1.5Unf
16,HouseStyle,1.5Unf
30,HouseStyle,1Story
52,HouseStyle,1.5Fin
78,HouseStyle,1.5Fin
147,HouseStyle,1Story
150,HouseStyle,1.5Fin
185,HouseStyle,1.5Fin
251,HouseStyle,1Story
276,HouseStyle,1.5Fin
290,HouseStyle,2Story
329,HouseStyle,2.5Unf
346,HouseStyle,1.5Fin
362,HouseStyle,1.5Fin
394,HouseStyle,1Story
438,HouseStyle,1.5Unf
443,HouseStyle,1.5Fin
460,HouseStyle,1.5Fin
498,HouseStyle,1.5Fin
523,HouseStyle,1.5Fin
532,HouseStyle,2Story
534,HouseStyle,1Story
547,HouseStyle,1.5Fin
556,HouseStyle,1.5Unf
585,HouseStyle,1.5Fin
587,HouseStyle,1Story
590,HouseStyle,1Story
637,HouseStyle,1Story
695,HouseStyle,1.5Fin
697,HouseStyle,1Story
711,HouseStyle,1Story
714,HouseStyle,1Story
762,HouseStyle,1Story
808,HouseStyle,2Story
827,HouseStyle,1.5Unf
913,HouseStyle,1Story
936,HouseStyle,1Story
961,HouseStyle,1Story
975,HouseStyle,2Story
977,HouseStyle,1Story
996,HouseStyle,1.5Fin
1099,HouseStyle,1.5Fin
1136,HouseStyle,1Story
1140,HouseStyle,1Story
1146,HouseStyle,1.5Fin
1203,HouseStyle,1.5Fin
1219,HouseStyle,1.5Fin
1256,HouseStyle,1.5Fin
1264,HouseStyle,2Story
1286,HouseStyle,1.5Fin
1322,HouseStyle,1Story
1324,HouseStyle,1Story
1353,HouseStyle,1.5Fin
1390,HouseStyle,1.5Fin
1398,HouseStyle,2Story
1401,HouseStyle,1.5Fin
1415,HouseStyle,1.5Fin
1444,HouseStyle,1.5Unf
70,HouseStyle,1.5Fin
121,HouseStyle,SLvl
154,HouseStyle,1Story
167,HouseStyle,1Story
177,HouseStyle,2Story
250,HouseStyle,1.5Fin
272,HouseStyle,1Story
280,HouseStyle,2Story
352,HouseStyle,1Story
359,HouseStyle,SLvl
372,HouseStyle,1.5Fin
385,HouseStyle,2Story
452,HouseStyle,1Story
458,HouseStyle,1Story
589,HouseStyle,1Story
683,HouseStyle,1Story
707,HouseStyle,1Story
790,HouseStyle,2Story
801,HouseStyle,2Story
819,HouseStyle,SLvl
829,HouseStyle,2Story
849,HouseStyle,1.5Fin
940,HouseStyle,2Story
1066,HouseStyle,2Story
1174,HouseStyle,1.5Fin
1263,HouseStyle,1.5Fin
1271,HouseStyle,1Story
1288,HouseStyle,1Story
1,HouseStyle,2Story
3,HouseStyle,2Story
14,HouseStyle,1Story
23,HouseStyle,1Story
33,HouseStyle,1Story
37,HouseStyle,1Story
44,HouseStyle,1Story
58,HouseStyle,2Story
60,HouseStyle,1Story
65,HouseStyle,2Story
68,HouseStyle,1Story
90,HouseStyle,1Story
95,HouseStyle,2Story
97,HouseStyle,1Story
104,HouseStyle,1Story
113,HouseStyle,2Story
120,HouseStyle,2Story
139,HouseStyle,2Story
140,HouseStyle,2Story
142,HouseStyle,1Story
144,HouseStyle,1Story
151,HouseStyle,1Story
193,HouseStyle,1Story
195,HouseStyle,1Story
204,HouseStyle,1Story
214,HouseStyle,1Story
215,HouseStyle,2Story
217,HouseStyle,1Story
221,HouseStyle,1Story
234,HouseStyle,1Story
237,HouseStyle,1Story
249,HouseStyle,2Story
258,HouseStyle,1Story
259,HouseStyle,2Story
262,HouseStyle,2Story
291,HouseStyle,2Story
302,HouseStyle,2Story
303,HouseStyle,1Story
304,HouseStyle,1Story
306,HouseStyle,1Story
338,HouseStyle,1Story
356,HouseStyle,1Story
375,HouseStyle,2Story
377,HouseStyle,SFoyer
383,HouseStyle,2Story
389,HouseStyle,1Story
397,HouseStyle,1Story
402,HouseStyle,1Story
429,HouseStyle,1Story
436,HouseStyle,2Story
445,HouseStyle,2Story
465,HouseStyle,1Story
477,HouseStyle,1Story
479,HouseStyle,1Story
519,HouseStyle,2Story
537,HouseStyle,2Story
540,HouseStyle,1Story
591,HouseStyle,2Story
594,HouseStyle,1Story
595,HouseStyle,1Story
605,HouseStyle,1Story
607,HouseStyle,1Story
611,HouseStyle,2Story
613,HouseStyle,2Story
653,HouseStyle,2Story
671,HouseStyle,2Story
684,HouseStyle,1Story
691,HouseStyle,1Story
705,HouseStyle,1Story
720,HouseStyle,1Story
722,HouseStyle,1Story
728,HouseStyle,1Story
733,HouseStyle,2Story
740,HouseStyle,2Story
753,HouseStyle,1Story
757,HouseStyle,2Story
769,HouseStyle,1Story
777,HouseStyle,1Story
783,HouseStyle,1Story
803,HouseStyle,2Story
812,HouseStyle,1Story
816,HouseStyle,1Story
821,HouseStyle,2Story
833,HouseStyle,2Story
839,HouseStyle,1Story
848,HouseStyle,1Story
851,HouseStyle,1Story
857,HouseStyle,SLvl
872,HouseStyle,2Story
880,HouseStyle,1Story
912,HouseStyle,1Story
929,HouseStyle,1Story
934,HouseStyle,1Story
939,HouseStyle,2Story
949,HouseStyle,2Story
953,HouseStyle,SFoyer
959,HouseStyle,1Story
964,HouseStyle,1Story
984,HouseStyle,2Story
994,HouseStyle,2Story
1000,HouseStyle,1Story
1006,HouseStyle,SLvl
1017,HouseStyle,1Story
1022,HouseStyle,1Story
1026,HouseStyle,1Story
1034,HouseStyle,1Story
1038,HouseStyle,2Story
1048,HouseStyle,1Story
1052,HouseStyle,1Story
1055,HouseStyle,2Story
1075,HouseStyle,1Story
1079,HouseStyle,1Story
1080,HouseStyle,1Story
1083,HouseStyle,1Story
1096,HouseStyle,1Story
1122,HouseStyle,1Story
1143,HouseStyle,2Story
1167,HouseStyle,1Story
1189,HouseStyle,2Story
1199,HouseStyle,1Story
1202,HouseStyle,2Story
1204,HouseStyle,1Story
1208,HouseStyle,1Story
1238,HouseStyle,2Story
1241,HouseStyle,2Story
1279,HouseStyle,2Story
1281,HouseStyle,1Story
1283,HouseStyle,1Story
1308,HouseStyle,1Story
1312,HouseStyle,1Story
1317,HouseStyle,1Story
1319,HouseStyle,1Story
1332,HouseStyle,SLvl
1339,HouseStyle,2Story
1340,HouseStyle,1Story
1343,HouseStyle,2Story
1345,HouseStyle,2Story
1355,HouseStyle,2Story
1367,HouseStyle,2Story
1369,HouseStyle,1Story
1370,HouseStyle,1Story
1373,HouseStyle,2Story
1391,HouseStyle,1Story
1403,HouseStyle,1Story
1407,HouseStyle,SFoyer
1411,HouseStyle,2Story
1423,HouseStyle,1Story
1442,HouseStyle,1Story
1445,HouseStyle,1Story
1448,HouseStyle,2Story
4,HouseStyle,2Story
93,HouseStyle,1Story
114,HouseStyle,1Story
115,HouseStyle,2Story
182,HouseStyle,2Story
191,HouseStyle,2Story
219,HouseStyle,1.5Fin
252,HouseStyle,1Story
300,HouseStyle,1Story
301,HouseStyle,1Story
408,HouseStyle,2Story
418,HouseStyle,2Story
439,HouseStyle,1Story
464,HouseStyle,2Story
504,HouseStyle,1Story
515,HouseStyle,1.5Unf
520,HouseStyle,2Story
530,HouseStyle,1Story
599,HouseStyle,1Story
609,HouseStyle,2Story
658,HouseStyle,2Story
670,HouseStyle,1Story
674,HouseStyle,1Story
727,HouseStyle,1Story
853,HouseStyle,2.5Unf
861,HouseStyle,1.5Fin
908,HouseStyle,1.5Fin
914,HouseStyle,2Story
956,HouseStyle,2Story
967,HouseStyle,1.5Fin
1013,HouseStyle,2Story
1035,HouseStyle,1Story
1060,HouseStyle,1.5Fin
1076,HouseStyle,2Story
1148,HouseStyle,2Story
1153,HouseStyle,1Story
1162,HouseStyle,1Story
1175,HouseStyle,2Story
1179,HouseStyle,1.5Fin
1182,HouseStyle,1Story
1236,HouseStyle,2Story
1245,HouseStyle,2Story
1269,HouseStyle,1.5Fin
1275,HouseStyle,1.5Fin
1302,HouseStyle,2Story
1311,HouseStyle,1Story
1344,HouseStyle,1.5Fin
1406,HouseStyle,1Story
1420,HouseStyle,1Story
1441,HouseStyle,2.5Fin
1458,HouseStyle,2Story
40,HouseStyle,1Story
98,HouseStyle,1Story
99,HouseStyle,1Story
111,HouseStyle,1.5Fin
118,HouseStyle,1Story
146,HouseStyle,2Story
156,HouseStyle,1.5Fin
166,HouseStyle,1.5Fin
176,HouseStyle,1Story
183,HouseStyle,1Story
194,HouseStyle,2Story
201,HouseStyle,1Story
211,HouseStyle,1Story
212,HouseStyle,1Story
240,HouseStyle,1.5Fin
270,HouseStyle,1Story
293,HouseStyle,1.5Fin
309,HouseStyle,1Story
353,HouseStyle,1.5Fin
363,HouseStyle,SFoyer
376,HouseStyle,1Story
387,HouseStyle,1.5Fin
388,HouseStyle,SLvl
391,HouseStyle,1.5Fin
396,HouseStyle,1Story
411,HouseStyle,1Story
419,HouseStyle,1.5Fin
440,HouseStyle,1.5Fin
442,HouseStyle,1Story
446,HouseStyle,1Story
473,HouseStyle,SLvl
503,HouseStyle,1Story
524,HouseStyle,2Story
529,HouseStyle,1Story
536,HouseStyle,2Story
554,HouseStyle,1Story
563,HouseStyle,1Story
564,HouseStyle,1.5Fin
583,HouseStyle,SFoyer
608,HouseStyle,2Story
621,HouseStyle,1Story
639,HouseStyle,1Story
648,HouseStyle,1Story
652,HouseStyle,2Story
660,HouseStyle,1Story
664,HouseStyle,SFoyer
672,HouseStyle,2Story
698,HouseStyle,1Story
724,HouseStyle,1.5Fin
725,HouseStyle,1Story
739,HouseStyle,1Story
750,HouseStyle,1.5Fin
772,HouseStyle,1Story
773,HouseStyle,SLvl
815,HouseStyle,1.5Fin
840,HouseStyle,1.5Fin
881,HouseStyle,1Story
888,HouseStyle,1.5Fin
918,HouseStyle,1Story
922,HouseStyle,1.5Fin
943,HouseStyle,1Story
955,HouseStyle,SFoyer
979,HouseStyle,1Story
986,HouseStyle,1Story
1001,HouseStyle,1Story
1012,HouseStyle,1Story
1021,HouseStyle,1Story
1036,HouseStyle,1Story
1046,HouseStyle,1Story
1050,HouseStyle,1Story
1054,HouseStyle,1Story
1073,HouseStyle,1.5Fin
1074,HouseStyle,2Story
1089,HouseStyle,2Story
1123,HouseStyle,1Story
1124,HouseStyle,1Story
1145,HouseStyle,1.5Fin
1152,HouseStyle,1Story
1169,HouseStyle,2Story
1180,HouseStyle,1Story
1186,HouseStyle,1.5Fin
1213,HouseStyle,1Story
1255,HouseStyle,2Story
1258,HouseStyle,1Story
1274,HouseStyle,SLvl
1295,HouseStyle,1Story
1298,HouseStyle,SFoyer
1299,HouseStyle,2Story
1305,HouseStyle,2Story
1315,HouseStyle,1Story
1320,HouseStyle,1Story
1327,HouseStyle,1Story
1333,HouseStyle,1Story
1378,HouseStyle,1.5Fin
1381,HouseStyle,1Story
1385,HouseStyle,1.5Fin
1424,HouseStyle,SLvl
1449,HouseStyle,2Story
1453,HouseStyle,SLvl
1460,HouseStyle,1Story
51,HouseStyle,2Story
73,HouseStyle,2Story
85,HouseStyle,SLvl
87,HouseStyle,2Story
96,HouseStyle,2Story
112,HouseStyle,SLvl
132,HouseStyle,2Story
148,HouseStyle,2Story
160,HouseStyle,2Story
169,HouseStyle,2Story
206,HouseStyle,1Story
222,HouseStyle,2Story
235,HouseStyle,2Story
256,HouseStyle,2Story
267,HouseStyle,2Story
278,HouseStyle,1Story
311,HouseStyle,2Story
316,HouseStyle,2Story
335,HouseStyle,2Story
357,HouseStyle,1Story
371,HouseStyle,2Story
380,HouseStyle,2Story
405,HouseStyle,2Story
412,HouseStyle,1Story
416,HouseStyle,1Story
434,HouseStyle,2Story
448,HouseStyle,2Story
493,HouseStyle,2Story
535,HouseStyle,2Story
545,HouseStyle,2Story
559,HouseStyle,2Story
574,HouseStyle,SLvl
617,HouseStyle,2Story
666,HouseStyle,2Story
709,HouseStyle,2Story
738,HouseStyle,2Story
747,HouseStyle,2Story
752,HouseStyle,2Story
781,HouseStyle,1Story
795,HouseStyle,2Story
823,HouseStyle,2Story
858,HouseStyle,2Story
869,HouseStyle,2Story
883,HouseStyle,2Story
903,HouseStyle,2Story
904,HouseStyle,1Story
910,HouseStyle,2Story
923,HouseStyle,1Story
930,HouseStyle,2Story
942,HouseStyle,2Story
966,HouseStyle,2Story
1019,HouseStyle,SLvl
1051,HouseStyle,1Story
1067,HouseStyle,2Story
1085,HouseStyle,2Story
1108,HouseStyle,2Story
1109,HouseStyle,2Story
1111,HouseStyle,2Story
1117,HouseStyle,SLvl
1125,HouseStyle,SLvl
1128,HouseStyle,1Story
1129,HouseStyle,2Story
1135,HouseStyle,2Story
1168,HouseStyle,2Story
1190,HouseStyle,2Story
1196,HouseStyle,2Story
1197,HouseStyle,2Story
1212,HouseStyle,1.5Fin
1225,HouseStyle,2Story
1259,HouseStyle,SLvl
1261,HouseStyle,2Story
1301,HouseStyle,2Story
1330,HouseStyle,2Story
1364,HouseStyle,2Story
1389,HouseStyle,1Story
1402,HouseStyle,2Story
1431,HouseStyle,2Story
1434,HouseStyle,2Story
1456,HouseStyle,2Story
22,HouseStyle,1.5Unf
31,HouseStyle,2Story
53,HouseStyle,1Story
62,HouseStyle,2.5Unf
89,HouseStyle,1.5Fin
105,HouseStyle,1.5Fin
109,HouseStyle,1.5Fin
122,HouseStyle,1.5Fin
126,HouseStyle,1.5Fin
269,HouseStyle,1Story
297,HouseStyle,1.5Fin
308,HouseStyle,1.5Fin
326,HouseStyle,1.5Unf
330,HouseStyle,2Story
366,HouseStyle,2Story
399,HouseStyle,1Story
449,HouseStyle,1.5Fin
496,HouseStyle,1Story
558,HouseStyle,1.5Fin
602,HouseStyle,1.5Fin
654,HouseStyle,1.5Fin
706,HouseStyle,2Story
712,HouseStyle,1.5Fin
730,HouseStyle,1.5Fin
802,HouseStyle,1Story
813,HouseStyle,1Story
897,HouseStyle,1Story
917,HouseStyle,1Story
999,HouseStyle,1Story
1062,HouseStyle,1Story
1097,HouseStyle,2Story
1121,HouseStyle,1Story
1154,HouseStyle,1Story
1280,HouseStyle,1.5Fin
1326,HouseStyle,1Story
1334,HouseStyle,1.5Fin
1386,HouseStyle,1.5Fin
24,HouseStyle,1Story
76,HouseStyle,SLvl
345,HouseStyle,2Story
358,HouseStyle,1Story
435,HouseStyle,SFoyer
490,HouseStyle,SFoyer
491,HouseStyle,2Story
615,HouseStyle,SFoyer
650,HouseStyle,SFoyer
916,HouseStyle,2Story
1008,HouseStyle,2Story
1039,HouseStyle,2Story
1040,HouseStyle,SFoyer
1069,HouseStyle,2Story
1087,HouseStyle,2Story
1368,HouseStyle,2Story
1450,HouseStyle,SFoyer
6,HouseStyle,1.5Fin
47,HouseStyle,1.5Fin
72,HouseStyle,1Story
82,HouseStyle,1Story
138,HouseStyle,1Story
187,HouseStyle,SLvl
202,HouseStyle,1Story
275,HouseStyle,1Story
277,HouseStyle,1Story
296,HouseStyle,SLvl
361,HouseStyle,SFoyer
392,HouseStyle,2Story
421,HouseStyle,SFoyer
423,HouseStyle,1Story
455,HouseStyle,1Story
484,HouseStyle,1Story
514,HouseStyle,1Story
548,HouseStyle,SFoyer
562,HouseStyle,1Story
593,HouseStyle,1Story
614,HouseStyle,1Story
768,HouseStyle,1.5Fin
776,HouseStyle,1Story
780,HouseStyle,SFoyer
784,HouseStyle,SFoyer
792,HouseStyle,SLvl
818,HouseStyle,1Story
877,HouseStyle,1Story
909,HouseStyle,1Story
941,HouseStyle,1Story
944,HouseStyle,1Story
954,HouseStyle,2Story
985,HouseStyle,1.5Fin
1009,HouseStyle,1Story
1049,HouseStyle,1Story
1132,HouseStyle,1Story
1139,HouseStyle,1Story
1171,HouseStyle,SLvl
1177,HouseStyle,1Story
1191,HouseStyle,1Story
1194,HouseStyle,1Story
1248,HouseStyle,SLvl
1253,HouseStyle,1Story
1284,HouseStyle,2Story
1328,HouseStyle,1Story
1408,HouseStyle,1Story
1435,HouseStyle,1Story
1447,HouseStyle,1Story
1454,HouseStyle,1Story
220,OverallQual,7
230,OverallQual,7
386,OverallQual,8
444,OverallQual,7
466,OverallQual,7
560,OverallQual,7
598,OverallQual,7
640,OverallQual,8
791,OverallQual,7
852,OverallQual,8
983,OverallQual,7
1005,OverallQual,7
1020,OverallQual,7
1024,OverallQual,7
1127,OverallQual,7
1395,OverallQual,7
1416,OverallQual,7
600,OverallQual,6
957,OverallQual,6
226,OverallQual,5
228,OverallQual,6
233,OverallQual,6
236,OverallQual,6
364,OverallQual,6
431,OverallQual,6
433,OverallQual,5
501,OverallQual,6
656,OverallQual,6
838,OverallQual,6
1030,OverallQual,6
1105,OverallQual,5
1220,OverallQual,6
1292,OverallQual,5
1335,OverallQual,5
1379,OverallQual,6
10,OverallQual,5
16,OverallQual,7
30,OverallQual,4
52,OverallQual,6
78,OverallQual,5
147,OverallQual,5
150,OverallQual,5
185,OverallQual,5
251,OverallQual,3
276,OverallQual,7
290,OverallQual,6
329,OverallQual,6
346,OverallQual,6
362,OverallQual,5
394,OverallQual,4
438,OverallQual,6
443,OverallQual,5
460,OverallQual,5
498,OverallQual,7
523,OverallQual,6
532,OverallQual,6
534,OverallQual,1
547,OverallQual,6
556,OverallQual,5
585,OverallQual,4
587,OverallQual,6
590,OverallQual,5
637,OverallQual,2
695,OverallQual,5
697,OverallQual,5
711,OverallQual,3
714,OverallQual,4
762,OverallQual,5
808,OverallQual,5
827,OverallQual,5
913,OverallQual,5
936,OverallQual,4
961,OverallQual,5
975,OverallQual,7
977,OverallQual,4
996,OverallQual,4
1099,OverallQual,4
1136,OverallQual,6
1140,OverallQual,5
1146,OverallQual,5
1203,OverallQual,5
1219,OverallQual,4
1256,OverallQual,6
1264,OverallQual,6
1286,OverallQual,6
1322,OverallQual,3
1324,OverallQual,4
1353,OverallQual,6
1390,OverallQual,6
1398,OverallQual,5
1401,OverallQual,6
1415,OverallQual,6
1444,OverallQual,6
70,OverallQual,7
121,OverallQual,6
154,OverallQual,6
167,OverallQual,5
177,OverallQual,6
250,OverallQual,6
272,OverallQual,7
280,OverallQual,7
352,OverallQual,7
359,OverallQual,5
372,OverallQual,4
385,OverallQual,6
452,OverallQual,7
458,OverallQual,4
589,OverallQual,5
683,OverallQual,6
707,OverallQual,7
790,OverallQual,6
801,OverallQual,6
819,OverallQual,6
829,OverallQual,5
849,OverallQual,6
940,OverallQual,7
1066,OverallQual,7
1174,OverallQual,5
1263,OverallQual,4
1271,OverallQual,7
1288,OverallQual,5
1,OverallQual,7
3,OverallQual,7
14,OverallQual,7
23,OverallQual,8
33,OverallQual,8
37,OverallQual,5
44,OverallQual,5
58,OverallQual,7
60,OverallQual,5
65,OverallQual,7
68,OverallQual,7
90,OverallQual,4
95,OverallQual,6
97,OverallQual,7
104,OverallQual,7
113,OverallQual,7
120,OverallQual,6
139,OverallQual,8
140,OverallQual,6
142,OverallQual,7
144,OverallQual,7
151,OverallQual,5
193,OverallQual,7
195,OverallQual,5
204,OverallQual,6
214,OverallQual,5
215,OverallQual,6
217,OverallQual,7
221,OverallQual,7
234,OverallQual,5
237,OverallQual,7
249,OverallQual,7
258,OverallQual,7
259,OverallQual,7
262,OverallQual,8
291,OverallQual,8
302,OverallQual,8
303,OverallQual,7
304,OverallQual,5
306,OverallQual,8
338,OverallQual,7
356,OverallQual,6
375,OverallQual,7
377,OverallQual,5
383,OverallQual,7
389,OverallQual,7
397,OverallQual,5
402,OverallQual,7
429,OverallQual,7
436,OverallQual,7
445,OverallQual,7
465,OverallQual,5
477,OverallQual,6
479,OverallQual,8
519,OverallQual,6
537,OverallQual,7
540,OverallQual,8
591,OverallQual,7
594,OverallQual,6
595,OverallQual,5
605,OverallQual,7
607,OverallQual,5
611,OverallQual,9
613,OverallQual,8
653,OverallQual,7
671,OverallQual,6
684,OverallQual,9
691,OverallQual,6
705,OverallQual,7
720,OverallQual,5
722,OverallQual,6
728,OverallQual,7
733,OverallQual,7
740,OverallQual,7
753,OverallQual,6
757,OverallQual,8
769,OverallQual,7
777,OverallQual,7
783,OverallQual,7
803,OverallQual,7
812,OverallQual,6
816,OverallQual,7
821,OverallQual,7
833,OverallQual,7
839,OverallQual,5
848,OverallQual,5
851,OverallQual,6
857,OverallQual,6
872,OverallQual,6
880,OverallQual,5
912,OverallQual,5
929,OverallQual,8
934,OverallQual,7
939,OverallQual,7
949,OverallQual,7
953,OverallQual,5
959,OverallQual,7
964,OverallQual,9
984,OverallQual,8
994,OverallQual,6
1000,OverallQual,7
1006,OverallQual,5
1017,OverallQual,7
1022,OverallQual,7
1026,OverallQual,5
1034,OverallQual,7
1038,OverallQual,8
1048,OverallQual,5
1052,OverallQual,7
1055,OverallQual,8
1075,OverallQual,7
1079,OverallQual,6
1080,OverallQual,5
1083,OverallQual,7
1096,OverallQual,6
1122,OverallQual,7
1143,OverallQual,8
1167,OverallQual,8
1189,OverallQual,7
1199,OverallQual,7
1202,OverallQual,7
1204,OverallQual,7
1208,OverallQual,6
1238,OverallQual,7
1241,OverallQual,7
1279,OverallQual,8
1281,OverallQual,7
1283,OverallQual,5
1308,OverallQual,5
1312,OverallQual,7
1317,OverallQual,8
1319,OverallQual,8
1332,OverallQual,5
1339,OverallQual,7
1340,OverallQual,5
1343,OverallQual,8
1345,OverallQual,7
1355,OverallQual,7
1367,OverallQual,7
1369,OverallQual,6
1370,OverallQual,8
1373,OverallQual,7
1391,OverallQual,7
1403,OverallQual,7
1407,OverallQual,5
1411,OverallQual,7
1423,OverallQual,6
1442,OverallQual,6
1445,OverallQual,7
